TP,FN,FP,TN,Accuracy,Sensitivity,Specificity,F1,Precision,
8556,1444,3576,6424,0.75,0.86,0.64,0.77,0.71,
8555,1445,3575,6425,0.75,0.86,0.64,0.77,0.71,
8554,1446,3574,6426,0.75,0.86,0.64,0.77,0.71,
8553,1447,3573,6427,0.75,0.86,0.64,0.77,0.71,
8552,1448,3572,6428,0.75,0.86,0.64,0.77,0.71,
8551,1449,3571,6429,0.75,0.86,0.64,0.77,0.71,
8550,1450,3570,6430,0.75,0.86,0.64,0.77,0.71,
8561,1439,3582,6418,0.75,0.86,0.64,0.77,0.71,
8560,1440,3581,6419,0.75,0.86,0.64,0.77,0.71,
8559,1441,3580,6420,0.75,0.86,0.64,0.77,0.71,
8558,1442,3579,6421,0.75,0.86,0.64,0.77,0.71,
8557,1443,3578,6422,0.75,0.86,0.64,0.77,0.71,
8556,1444,3577,6423,0.75,0.86,0.64,0.77,0.71,
8555,1445,3576,6424,0.75,0.86,0.64,0.77,0.71,
8554,1446,3575,6425,0.75,0.86,0.64,0.77,0.71,
8553,1447,3574,6426,0.75,0.86,0.64,0.77,0.71,
8552,1448,3573,6427,0.75,0.86,0.64,0.77,0.71,
8551,1449,3572,6428,0.75,0.86,0.64,0.77,0.71,
8550,1450,3571,6429,0.75,0.86,0.64,0.77,0.71,
8559,1441,3581,6419,0.75,0.86,0.64,0.77,0.71,
8558,1442,3580,6420,0.75,0.86,0.64,0.77,0.71,
8557,1443,3579,6421,0.75,0.86,0.64,0.77,0.71,
8556,1444,3578,6422,0.75,0.86,0.64,0.77,0.71,
8555,1445,3577,6423,0.75,0.86,0.64,0.77,0.71,
8554,1446,3576,6424,0.75,0.86,0.64,0.77,0.71,
8553,1447,3575,6425,0.75,0.86,0.64,0.77,0.71,
8552,1448,3574,6426,0.75,0.86,0.64,0.77,0.71,
8551,1449,3573,6427,0.75,0.86,0.64,0.77,0.71,
8550,1450,3572,6428,0.75,0.86,0.64,0.77,0.71,
8558,1442,3581,6419,0.75,0.86,0.64,0.77,0.71,
8557,1443,3580,6420,0.75,0.86,0.64,0.77,0.71,
8556,1444,3579,6421,0.75,0.86,0.64,0.77,0.71,
8555,1445,3578,6422,0.75,0.86,0.64,0.77,0.71,
8554,1446,3577,6423,0.75,0.86,0.64,0.77,0.71,
8553,1447,3576,6424,0.75,0.86,0.64,0.77,0.71,
8552,1448,3575,6425,0.75,0.86,0.64,0.77,0.71,
8551,1449,3574,6426,0.75,0.86,0.64,0.77,0.71,
8550,1450,3573,6427,0.75,0.86,0.64,0.77,0.71,
8556,1444,3580,6420,0.75,0.86,0.64,0.77,0.71,
8555,1445,3579,6421,0.75,0.86,0.64,0.77,0.71,
8554,1446,3578,6422,0.75,0.86,0.64,0.77,0.71,
8553,1447,3577,6423,0.75,0.86,0.64,0.77,0.71,
8552,1448,3576,6424,0.75,0.86,0.64,0.77,0.71,
8551,1449,3575,6425,0.75,0.86,0.64,0.77,0.71,
8550,1450,3574,6426,0.75,0.86,0.64,0.77,0.71,
8554,1446,3579,6421,0.75,0.86,0.64,0.77,0.71,
8553,1447,3578,6422,0.75,0.86,0.64,0.77,0.71,
8552,1448,3577,6423,0.75,0.86,0.64,0.77,0.71,
8551,1449,3576,6424,0.75,0.86,0.64,0.77,0.71,
8550,1450,3575,6425,0.75,0.86,0.64,0.77,0.71,
8552,1448,3578,6422,0.75,0.86,0.64,0.77,0.71,
8551,1449,3577,6423,0.75,0.86,0.64,0.77,0.71,
8550,1450,3576,6424,0.75,0.86,0.64,0.77,0.71,
8551,1449,3578,6422,0.75,0.86,0.64,0.77,0.71,
8550,1450,3577,6423,0.75,0.86,0.64,0.77,0.71,
